InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
553164,21876,POTTERING MUG,1,2011-05-13 16:12:00,1.25,17961.0,United Kingdom
540411,22956,36 FOIL HEART CAKE CASES,24,2011-01-07 10:24:00,2.1,16551.0,United Kingdom
540838,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-01-11 15:13:00,1.25,13862.0,United Kingdom
579938,23220,REINDEER HEART DECORATION GOLD,12,2011-12-01 10:18:00,0.83,14146.0,United Kingdom
563748,21238,RED RETROSPOT CUP,8,2011-08-19 10:06:00,0.85,16170.0,United Kingdom
542241,21975,PACK OF 60 DINOSAUR CAKE CASES,4,2011-01-26 14:51:00,0.55,16409.0,United Kingdom
544392,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,72,2011-02-18 11:54:00,3.75,14680.0,United Kingdom
541835,21313,GLASS HEART T-LIGHT HOLDER ,24,2011-01-23 10:15:00,0.85,17243.0,United Kingdom
548388,21720,CAKE SHOP  STICKER SHEET,6,2011-03-30 16:52:00,0.85,13268.0,United Kingdom
578068,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-11-22 15:45:00,1.25,14505.0,United Kingdom
554996,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-05-29 14:28:00,1.25,16407.0,United Kingdom
536743,84949,SILVER HANGING T-LIGHT HOLDER,6,2010-12-02 13:32:00,1.65,17964.0,United Kingdom
552905,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-05-12 11:10:00,1.25,15974.0,United Kingdom
577320,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,24,2011-11-18 13:44:00,0.29,13880.0,United Kingdom
557878,23201,JUMBO BAG ALPHABET,4,2011-06-23 13:13:00,2.08,16940.0,United Kingdom
568316,21794,CLASSIC FRENCH STYLE BASKET NATURAL,2,2011-09-26 13:21:00,3.95,16407.0,United Kingdom
567656,11001,ASSTD DESIGN RACING CAR PEN,2,2011-09-21 14:40:00,3.29,14096.0,United Kingdom
572540,21786,POLKADOT RAIN HAT ,1,2011-10-24 16:17:00,0.79,,United Kingdom
538071,22670,FRENCH WC SIGN BLUE METAL,1,2010-12-09 14:09:00,2.51,,United Kingdom
538707,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,2010-12-14 10:38:00,5.95,17894.0,United Kingdom
565921,22867,HAND WARMER BIRD DESIGN,24,2011-09-08 09:13:00,2.1,13889.0,United Kingdom
553754,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,2011-05-19 10:25:00,0.85,16175.0,United Kingdom
562462,22854,CREAM SWEETHEART EGG HOLDER,36,2011-08-05 11:21:00,4.25,16029.0,United Kingdom
570103,23196,VINTAGE LEAF MAGNETIC NOTEPAD,2,2011-10-07 12:18:00,1.45,15719.0,United Kingdom
575197,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2011-11-09 09:42:00,0.42,16767.0,United Kingdom
568673,22386,JUMBO BAG PINK POLKADOT,200,2011-09-28 13:23:00,1.79,16182.0,United Kingdom
555722,23093,SMALL PARISIENNE HEART PHOTO FRAME ,1,2011-06-06 16:06:00,4.96,,United Kingdom
541120,20725,LUNCH BAG RED RETROSPOT,10,2011-01-14 09:13:00,1.65,12490.0,France
565682,23240,SET OF 4 KNICK KNACK TINS DOILY ,1,2011-09-06 10:42:00,4.15,14796.0,United Kingdom
572103,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,3,2011-10-20 15:57:00,1.25,17571.0,United Kingdom
580101,22385,JUMBO BAG SPACEBOY DESIGN,10,2011-12-01 15:12:00,2.08,15144.0,United Kingdom
550464,20686,DOLLY MIXTURE CHILDREN'S UMBRELLA,2,2011-04-18 13:30:00,3.25,16550.0,United Kingdom
550499,21832,CHOCOLATE CALCULATOR,2,2011-04-18 15:16:00,3.29,,United Kingdom
553220,23201,JUMBO BAG ALPHABET,10,2011-05-16 09:57:00,2.08,13319.0,United Kingdom
564670,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-08-26 15:44:00,0.85,12683.0,France
567300,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,2011-09-19 12:36:00,2.95,12724.0,France
561209,22630,DOLLY GIRL LUNCH BOX,2,2011-07-25 16:57:00,4.13,,United Kingdom
548567,48138,DOORMAT UNION FLAG,4,2011-04-01 10:34:00,7.95,17965.0,United Kingdom
574509,20973,12 PENCIL SMALL TUBE WOODLAND,3,2011-11-04 13:25:00,0.65,16012.0,United Kingdom
540352,22023,EMPIRE BIRTHDAY CARD,1,2011-01-06 14:27:00,0.85,,United Kingdom
541631,22303,COFFEE MUG APPLES DESIGN,6,2011-01-20 10:47:00,2.55,12637.0,France
579515,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,2011-11-29 17:23:00,0.83,14191.0,United Kingdom
536787,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2010-12-02 15:24:00,2.55,17850.0,United Kingdom
561658,84813,SET OF 4 DIAMOND NAPKIN RINGS,1,2011-07-28 16:06:00,12.75,12743.0,Unspecified
579414,21977,PACK OF 60 PINK PAISLEY CAKE CASES,2,2011-11-29 12:52:00,0.55,14719.0,United Kingdom
579694,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,4,2011-11-30 14:11:00,4.13,,United Kingdom
569672,22425,ENAMEL COLANDER CREAM,1,2011-10-05 13:58:00,4.95,17841.0,United Kingdom
546389,22690,DOORMAT HOME SWEET HOME BLUE ,2,2011-03-11 13:56:00,7.95,16801.0,United Kingdom
557888,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-06-23 13:51:00,1.65,14656.0,United Kingdom
564630,23333,IVORY WICKER HEART MEDIUM,12,2011-08-26 11:53:00,1.25,13644.0,United Kingdom
549576,22501,PICNIC BASKET WICKER LARGE,2,2011-04-11 08:14:00,9.95,17069.0,United Kingdom
576696,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,6,2011-11-16 12:26:00,0.83,16669.0,United Kingdom
562608,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-08-08 11:45:00,8.5,15502.0,United Kingdom
575040,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,2011-11-08 11:58:00,1.65,13381.0,United Kingdom
573346,22152,PLACE SETTING WHITE STAR,1,2011-10-30 12:18:00,0.42,17255.0,United Kingdom
C578832,22469,HEART OF WICKER SMALL,-20,2011-11-25 15:18:00,1.65,13069.0,United Kingdom
570479,23206,LUNCH BAG APPLE DESIGN,7,2011-10-10 16:58:00,1.65,17589.0,United Kingdom
576067,23310,BUBBLEGUM RING ASSORTED,36,2011-11-13 15:48:00,0.42,14227.0,United Kingdom
565239,POST,POSTAGE,3,2011-09-02 09:51:00,18.0,12670.0,France
538071,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2,2010-12-09 14:09:00,0.85,,United Kingdom
552268,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-08 11:49:00,7.95,14709.0,United Kingdom
577504,21916,SET 12 RETRO WHITE CHALK STICKS,2,2011-11-20 12:36:00,0.42,14159.0,United Kingdom
543285,22668,PINK BABY BUNTING,5,2011-02-07 09:48:00,2.95,14600.0,United Kingdom
548563,22271,FELTCRAFT DOLL ROSIE,1,2011-04-01 10:21:00,2.95,18118.0,United Kingdom
568989,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-09-29 16:41:00,1.65,14709.0,United Kingdom
543462,21056,DOCTOR'S BAG SOFT TOY,5,2011-02-08 13:39:00,8.95,17655.0,United Kingdom
577150,23168,CLASSIC CAFE SUGAR DISPENSER,6,2011-11-18 09:48:00,3.29,,United Kingdom
550446,22423,REGENCY CAKESTAND 3 TIER,2,2011-04-18 12:36:00,12.75,13871.0,United Kingdom
566847,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-09-15 11:57:00,0.85,15005.0,United Kingdom
555149,84993A,75 GREEN PETIT FOUR CASES,1,2011-05-31 15:49:00,0.83,,United Kingdom
551268,37413,ICON MUG REVOLUTIONARY,1,2011-04-27 12:08:00,0.39,16965.0,United Kingdom
574034,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,3,2011-11-02 12:45:00,0.83,17841.0,United Kingdom
542862,21539,RED RETROSPOT BUTTER DISH,1,2011-02-01 11:51:00,4.95,14606.0,United Kingdom
562933,15056BL,EDWARDIAN PARASOL BLACK,5,2011-08-10 16:51:00,12.46,,United Kingdom
568245,22464,HANGING METAL HEART LANTERN,12,2011-09-26 12:23:00,1.65,13867.0,United Kingdom
568703,23505,PLAYING CARDS I LOVE LONDON ,10,2011-09-28 15:21:00,1.25,12748.0,United Kingdom
577785,22574,HEART WOODEN CHRISTMAS DECORATION,6,2011-11-21 16:25:00,0.85,16369.0,United Kingdom
570268,23247,BISCUIT TIN 50'S CHRISTMAS,36,2011-10-10 10:16:00,2.49,13098.0,United Kingdom
571690,23313,VINTAGE CHRISTMAS BUNTING,5,2011-10-18 14:32:00,4.95,14191.0,United Kingdom
574025,22610,PENS ASSORTED FUNNY FACE,72,2011-11-02 12:26:00,0.19,12748.0,United Kingdom
557329,84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,36,2011-06-20 10:13:00,1.25,17227.0,United Kingdom
C563598,22845,VINTAGE CREAM CAT FOOD CONTAINER,-1,2011-08-18 06:21:00,6.35,14305.0,United Kingdom
542712,22264,FELT FARM ANIMAL WHITE BUNNY ,12,2011-01-31 13:27:00,0.85,14744.0,United Kingdom
568712,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-09-28 15:50:00,1.25,17841.0,United Kingdom
573413,22722,SET OF 6 SPICE TINS PANTRY DESIGN,2,2011-10-30 16:12:00,3.95,15444.0,United Kingdom
536876,22624,IVORY KITCHEN SCALES,1,2010-12-03 11:36:00,16.98,,United Kingdom
557970,22795,SWEETHEART RECIPE BOOK STAND,2,2011-06-24 10:11:00,6.75,16915.0,United Kingdom
574353,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,2011-11-04 10:46:00,2.1,14659.0,United Kingdom
567461,20675,BLUE POLKADOT BOWL,2,2011-09-20 12:31:00,2.46,,United Kingdom
546403,22990,COTTON APRON PANTRY DESIGN,8,2011-03-11 15:22:00,4.95,16766.0,United Kingdom
566494,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,288,2011-09-13 11:12:00,0.29,17404.0,Sweden
546765,21094,SET/6 RED SPOTTY PAPER PLATES,12,2011-03-16 14:37:00,0.85,12437.0,France
541516,21194,PINK  HONEYCOMB PAPER FAN,10,2011-01-18 17:34:00,1.63,,United Kingdom
565917,22898,CHILDRENS APRON APPLES DESIGN,2,2011-09-07 16:15:00,4.13,,United Kingdom
579694,23344,JUMBO BAG 50'S CHRISTMAS ,1,2011-11-30 14:11:00,4.13,,United Kingdom
560863,22174,PHOTO CUBE,6,2011-07-21 13:53:00,1.65,12748.0,United Kingdom
561208,21212,PACK OF 72 RETROSPOT CAKE CASES,120,2011-07-25 16:39:00,0.42,15372.0,United Kingdom
552265,84879,ASSORTED COLOUR BIRD ORNAMENT,8,2011-05-08 11:41:00,1.69,14161.0,United Kingdom
578074,22784,LANTERN CREAM GAZEBO ,1,2011-11-22 16:06:00,4.95,17590.0,United Kingdom
557743,22151,PLACE SETTING WHITE HEART,24,2011-06-22 11:59:00,0.42,18155.0,United Kingdom
546243,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2011-03-10 13:08:00,2.95,15308.0,United Kingdom
541424,22694,WICKER STAR ,1,2011-01-17 17:57:00,4.13,,United Kingdom
544684,22960,JAM MAKING SET WITH JARS,1,2011-02-22 16:32:00,8.29,,United Kingdom
544681,DOT,DOTCOM POSTAGE,1,2011-02-22 16:28:00,140.19,,United Kingdom
573245,23539,WALL ART LOVES' SECRET ,1,2011-10-28 12:08:00,5.95,17841.0,United Kingdom
553523,21934,SKULL SHOULDER BAG,2,2011-05-17 14:46:00,3.29,,United Kingdom
546212,21166,COOK WITH WINE METAL SIGN ,144,2011-03-10 11:33:00,1.85,14156.0,EIRE
567343,47590B,PINK HAPPY BIRTHDAY BUNTING,3,2011-09-19 15:21:00,5.45,17628.0,United Kingdom
538518,22837,HOT WATER BOTTLE BABUSHKA ,4,2010-12-12 16:14:00,4.65,14505.0,United Kingdom
551815,23284,DOORMAT KEEP CALM AND COME IN,2,2011-05-04 11:46:00,7.95,18065.0,United Kingdom
571061,21217,RED RETROSPOT ROUND CAKE TINS,1,2011-10-13 14:33:00,20.79,,United Kingdom
567076,85130B,BEADED CRYSTAL HEART GREEN LARGE,24,2011-09-16 12:27:00,0.79,15505.0,United Kingdom
539654,84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,2,2010-12-20 17:05:00,3.75,17340.0,United Kingdom
544129,22499,WOODEN UNION JACK BUNTING,24,2011-02-16 11:54:00,5.95,13199.0,United Kingdom
566739,22045,SPACEBOY GIFT WRAP,25,2011-09-14 14:30:00,0.42,12566.0,Germany
545713,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,2011-03-07 10:11:00,4.96,,United Kingdom
541104,20717,STRAWBERRY SHOPPER BAG,23,2011-01-13 14:29:00,0.83,,United Kingdom
540096,22782,SET 3 WICKER STORAGE BASKETS ,4,2011-01-04 15:43:00,9.95,13253.0,United Kingdom
559027,23188,VINTAGE  2 METER FOLDING RULER,12,2011-07-05 14:24:00,1.65,17046.0,United Kingdom
536637,21154,RED RETROSPOT OVEN GLOVE ,1,2010-12-02 11:35:00,1.25,18041.0,United Kingdom
555112,22602,RETROSPOT WOODEN HEART DECORATION,12,2011-05-31 14:48:00,0.85,17725.0,United Kingdom
564757,22530,MAGIC DRAWING SLATE DOLLY GIRL ,1,2011-08-30 10:36:00,0.83,,United Kingdom
559528,22457,NATURAL SLATE HEART CHALKBOARD ,4,2011-07-10 11:34:00,2.95,13064.0,United Kingdom
577504,20725,LUNCH BAG RED RETROSPOT,6,2011-11-20 12:36:00,1.65,14159.0,United Kingdom
553462,23170,REGENCY TEA PLATE ROSES ,12,2011-05-17 10:57:00,1.65,17147.0,United Kingdom
561206,23044,PAPER LANTERN 9 POINT HOLLY STAR S,1,2011-07-25 16:18:00,4.15,13110.0,United Kingdom
566060,21544,SKULLS  WATER TRANSFER TATTOOS ,2,2011-09-08 15:27:00,1.63,,United Kingdom
539303,22960,JAM MAKING SET WITH JARS,12,2010-12-16 17:34:00,3.75,16684.0,United Kingdom
569262,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,2011-10-03 11:36:00,1.95,14815.0,United Kingdom
555853,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,2011-06-07 13:44:00,1.45,14375.0,United Kingdom
572107,22423,REGENCY CAKESTAND 3 TIER,1,2011-10-20 17:13:00,12.75,15836.0,United Kingdom
559927,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,12,2011-07-13 17:03:00,0.95,17567.0,United Kingdom
580640,22754,SMALL RED BABUSHKA NOTEBOOK ,1,2011-12-05 12:51:00,0.21,16910.0,United Kingdom
573879,22345,PARTY PIZZA DISH BLUE POLKADOT,6,2011-11-01 13:21:00,0.85,15039.0,United Kingdom
537237,21716,BOYS VINTAGE TIN SEASIDE BUCKET,1,2010-12-06 09:58:00,5.06,,United Kingdom
538071,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,3,2010-12-09 14:09:00,1.66,,United Kingdom
558862,22271,FELTCRAFT DOLL ROSIE,12,2011-07-04 12:25:00,2.95,13901.0,United Kingdom
549989,21922,UNION STRIPE WITH FRINGE  HAMMOCK,1,2011-04-13 16:58:00,7.95,13221.0,United Kingdom
569474,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-10-04 12:39:00,4.95,14178.0,United Kingdom
561710,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,2011-07-29 11:45:00,6.35,13827.0,United Kingdom
573780,22043,CHRISTMAS CARD SCREEN PRINT ,24,2011-11-01 11:12:00,0.19,17503.0,United Kingdom
554981,21136,PAINTED METAL PEARS ASSORTED,8,2011-05-29 12:06:00,1.69,17613.0,United Kingdom
567934,23298,SPOTTY BUNTING,3,2011-09-22 17:56:00,4.95,16173.0,United Kingdom
544790,22367,CHILDRENS APRON SPACEBOY DESIGN,6,2011-02-23 12:27:00,1.95,16940.0,United Kingdom
541497,82001S,VINYL RECORD FRAME SILVER,3,2011-01-18 15:19:00,7.46,,United Kingdom
544278,15036,ASSORTED COLOURS SILK FAN,24,2011-02-17 12:01:00,0.75,15382.0,United Kingdom
573415,21470,FLOWER VINE RAFFIA FOOD COVER,1,2011-10-30 16:17:00,3.75,13607.0,United Kingdom
574901,22297,HEART IVORY TRELLIS SMALL,24,2011-11-07 15:15:00,1.25,17158.0,United Kingdom
577167,23084,RABBIT NIGHT LIGHT,3,2011-11-18 10:41:00,2.08,16511.0,United Kingdom
564078,21244,BLUE POLKADOT PLATE ,16,2011-08-22 15:43:00,1.69,17083.0,United Kingdom
569693,90201D,GREEN ENAMEL FLOWER RING,1,2011-10-05 15:18:00,2.95,17837.0,United Kingdom
539735,82600,NO SINGING METAL SIGN,1,2010-12-21 15:17:00,4.21,,United Kingdom
560261,21213,PACK OF 72 SKULL CAKE CASES,24,2011-07-17 13:35:00,0.55,12841.0,United Kingdom
579694,23173,REGENCY TEAPOT ROSES ,1,2011-11-30 14:11:00,19.96,,United Kingdom
580729,21675,BUTTERFLIES STICKERS,1,2011-12-05 17:24:00,1.63,,United Kingdom
558200,22317,FIVE CATS HANGING DECORATION,1,2011-06-27 13:00:00,2.95,15976.0,United Kingdom
537457,20750,RED RETROSPOT MINI CASES,12,2010-12-07 09:51:00,6.35,17511.0,United Kingdom
538626,22667,RECIPE BOX RETROSPOT ,2,2010-12-13 12:57:00,2.95,17338.0,United Kingdom
571183,22068,BLACK PIRATE TREASURE CHEST,2,2011-10-14 11:08:00,1.65,14796.0,United Kingdom
545071,85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,1,2011-02-27 15:59:00,4.25,15996.0,United Kingdom
552813,23046,PAPER LANTERN 9 POINT DELUXE STAR,2,2011-05-11 12:44:00,6.65,15079.0,United Kingdom
552961,23148,MINIATURE ANTIQUE ROSE HOOK IVORY,12,2011-05-12 12:54:00,0.83,15489.0,United Kingdom
C560540,23244,ROUND STORAGE TIN VINTAGE LEAF,-1,2011-07-19 12:26:00,1.95,12415.0,Australia
541523,20676,RED RETROSPOT BOWL,1,2011-01-19 10:09:00,1.25,17708.0,United Kingdom
563848,22621,TRADITIONAL KNITTING NANCY,12,2011-08-19 14:57:00,1.65,14911.0,EIRE
567670,22418,10 COLOUR SPACEBOY PEN,2,2011-09-21 15:32:00,1.63,,United Kingdom
570231,22567,20 DOLLY PEGS RETROSPOT,3,2011-10-09 13:44:00,1.45,16685.0,United Kingdom
544315,21125,SET 6 FOOTBALL CELEBRATION CANDLES,1,2011-02-17 14:42:00,1.25,12748.0,United Kingdom
558475,22593,CHRISTMAS GINGHAM STAR,4,2011-06-29 15:58:00,1.63,,United Kingdom
550216,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-04-15 11:06:00,3.95,13516.0,United Kingdom
556108,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1,2011-06-08 17:59:00,0.83,,United Kingdom
549813,22427,ENAMEL FLOWER JUG CREAM,1,2011-04-12 12:16:00,5.95,17972.0,United Kingdom
559162,35916A,YELLOW FELT HANGING HEART W FLOWER,1,2011-07-06 16:29:00,0.63,,United Kingdom
570465,21207,SKULL AND CROSSBONES  GARLAND ,1,2011-10-10 16:02:00,1.63,,United Kingdom
580513,21931,JUMBO STORAGE BAG SUKI,2,2011-12-04 13:59:00,2.08,14456.0,United Kingdom
536845,84997B,RED 3 PIECE RETROSPOT CUTLERY SET,1,2010-12-02 19:18:00,3.75,17961.0,United Kingdom
553174,23155,KNICKERBOCKERGLORY MAGNET ASSORTED ,6,2011-05-15 11:04:00,0.83,16206.0,United Kingdom
571291,23283,DOORMAT VINTAGE LEAF,1,2011-10-16 15:44:00,8.25,13610.0,United Kingdom
578211,20982,12 PENCILS TALL TUBE SKULLS,1,2011-11-23 11:47:00,0.85,12748.0,United Kingdom
553570,84879,ASSORTED COLOUR BIRD ORNAMENT,16,2011-05-18 09:23:00,1.69,13756.0,United Kingdom
565067,23237,SET OF 4 KNICK KNACK TINS LEAF,1,2011-08-31 17:16:00,4.15,15856.0,United Kingdom
546541,22191,IVORY DINER WALL CLOCK,2,2011-03-14 15:11:00,8.5,14911.0,EIRE
580136,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-12-01 19:42:00,2.95,17841.0,United Kingdom
562789,23294,SET OF 6 SNACK LOAF BAKING CASES,256,2011-08-09 13:50:00,0.72,14646.0,Netherlands
541843,22505,MEMO BOARD COTTAGE DESIGN,3,2011-01-23 12:08:00,4.95,13659.0,United Kingdom
542433,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-01-28 10:45:00,2.1,12726.0,France
569729,23186,FRENCH STYLE STORAGE JAR CAFE ,48,2011-10-06 09:43:00,0.29,16350.0,United Kingdom
561218,23227,FILIGREE HEART BUTTERFLY WHITE ,1,2011-07-25 17:11:00,2.46,,United Kingdom
565234,85131B,BEADED CRYSTAL HEART GREEN ON STICK,3,2011-09-02 09:38:00,0.83,,United Kingdom
555396,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,2011-06-02 17:23:00,2.95,16529.0,United Kingdom
578339,21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,18,2011-11-24 09:07:00,0.79,12421.0,Spain
574284,23202,JUMBO BAG VINTAGE LEAF,20,2011-11-03 15:01:00,2.08,17644.0,United Kingdom
566949,23074,EMBOSSED HEART TRINKET BOX,1,2011-09-15 16:32:00,4.13,,United Kingdom
557065,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,24,2011-06-16 15:08:00,0.55,17157.0,United Kingdom
575129,20685,DOORMAT RED RETROSPOT,1,2011-11-08 14:30:00,8.25,13110.0,United Kingdom
562784,22993,SET OF 4 PANTRY JELLY MOULDS,2,2011-08-09 13:22:00,1.25,16791.0,United Kingdom
571404,22161,HEART DECORATION RUSTIC HANGING ,24,2011-10-17 12:04:00,0.19,17520.0,United Kingdom
546896,23002,TRAVEL CARD WALLET SKULLS,1,2011-03-17 18:24:00,0.83,,United Kingdom
570836,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-10-12 13:55:00,2.1,17410.0,United Kingdom
558542,22470,HEART OF WICKER LARGE,4,2011-06-30 12:23:00,2.95,13593.0,United Kingdom
580320,23207,LUNCH BAG ALPHABET DESIGN,10,2011-12-02 15:40:00,1.65,15078.0,United Kingdom
568895,84849D,HOT BATHS SOAP HOLDER,3,2011-09-29 13:11:00,1.69,15356.0,United Kingdom
557775,21890,S/6 WOODEN SKITTLES IN COTTON BAG,96,2011-06-22 15:06:00,3.25,16966.0,United Kingdom
572023,22835,HOT WATER BOTTLE I AM SO POORLY,1,2011-10-20 11:03:00,4.95,17764.0,United Kingdom
541844,21071,VINTAGE BILLBOARD DRINK ME MUG,1,2011-01-23 12:19:00,1.25,16931.0,United Kingdom
556198,21564,PINK  HEART SHAPE LOVE BUCKET ,1,2011-06-09 12:30:00,2.95,14963.0,United Kingdom
556279,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2011-06-09 19:55:00,8.95,14562.0,United Kingdom
566076,22193,RED DINER WALL CLOCK,6,2011-09-09 09:13:00,8.5,12449.0,Belgium
546426,22294,HEART FILIGREE DOVE  SMALL,4,2011-03-13 13:46:00,1.25,13708.0,United Kingdom
564189,22026,BANQUET BIRTHDAY  CARD  ,12,2011-08-23 15:34:00,0.42,14769.0,United Kingdom
569629,85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,24,2011-10-05 11:37:00,0.19,15249.0,United Kingdom
536592,22324,BLUE POLKADOT KIDS BAG,1,2010-12-01 17:06:00,4.21,,United Kingdom
577324,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,12,2011-11-18 14:01:00,0.85,16463.0,United Kingdom
539437,72122,COFFEE SCENT PILLAR CANDLE,1,2010-12-17 14:54:00,1.91,,United Kingdom
567967,22029,SPACEBOY BIRTHDAY CARD,12,2011-09-23 09:39:00,0.42,15858.0,United Kingdom
576609,21927,BLUE/CREAM STRIPE CUSHION COVER ,4,2011-11-15 16:08:00,1.25,15556.0,United Kingdom
573585,23461,SWEETHEART BIRD HOUSE,1,2011-10-31 14:41:00,8.29,,United Kingdom
537765,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,2010-12-08 12:08:00,1.45,14606.0,United Kingdom
537434,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,5,2010-12-06 16:57:00,2.51,,United Kingdom
577029,23082,SET 6 PAPER TABLE LANTERN HEARTS ,12,2011-11-17 12:59:00,3.75,15563.0,United Kingdom
566616,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,2011-09-14 08:35:00,0.55,12895.0,United Kingdom
567668,21224,SET/4 SKULL BADGES,1,2011-09-21 15:29:00,0.83,,United Kingdom
554694,37446,MINI CAKE STAND WITH HANGING CAKES,1,2011-05-25 17:06:00,3.29,,United Kingdom
566198,23407,SET OF 2 TRAYS HOME SWEET HOME,2,2011-09-09 13:58:00,9.95,18109.0,United Kingdom
575135,23406,HOME SWEET HOME KEY HOLDER,2,2011-11-08 14:49:00,6.25,13928.0,United Kingdom
555556,22619,SET OF 6 SOLDIER SKITTLES,1,2011-06-05 14:04:00,3.75,15704.0,United Kingdom
563709,23153,ZINC SWEETHEART WIRE LETTER RACK,1,2011-08-18 15:17:00,3.75,15472.0,United Kingdom
571697,37495,FAIRY CAKE BIRTHDAY CANDLE SET,4,2011-10-18 14:49:00,3.75,12759.0,Netherlands
544772,22422,TOOTHPASTE TUBE PEN,1,2011-02-23 11:12:00,1.25,,United Kingdom
555382,21868,POTTING SHED TEA MUG,72,2011-06-02 14:46:00,1.06,17133.0,United Kingdom
544691,22501,PICNIC BASKET WICKER LARGE,2,2011-02-23 09:09:00,9.95,13804.0,United Kingdom
555740,21794,CLASSIC FRENCH STYLE BASKET NATURAL,8,2011-06-07 09:51:00,3.95,18226.0,United Kingdom
578041,22111,SCOTTIE DOG HOT WATER BOTTLE,3,2011-11-22 14:23:00,4.95,17338.0,United Kingdom
545658,21212,PACK OF 72 RETROSPOT CAKE CASES,4,2011-03-04 14:13:00,0.55,14670.0,United Kingdom
548158,22443,GROW YOUR OWN HERBS SET OF 3,3,2011-03-29 13:28:00,7.95,15906.0,United Kingdom
541269,22551,PLASTERS IN TIN SPACEBOY,12,2011-01-17 11:01:00,1.65,12626.0,Germany
543448,47566,PARTY BUNTING,1,2011-02-08 12:12:00,10.79,,United Kingdom
575138,21257,VICTORIAN SEWING BOX MEDIUM,5,2011-11-08 15:24:00,15.79,,United Kingdom
536597,21380,WOODEN HAPPY BIRTHDAY GARLAND,1,2010-12-01 17:35:00,2.95,18011.0,United Kingdom
554514,85204,HANGING WOOD AND FELT FLOWER,3,2011-05-24 15:58:00,0.42,,United Kingdom
578844,23206,LUNCH BAG APPLE DESIGN,1,2011-11-25 16:14:00,4.13,,United Kingdom
564090,23240,SET OF 4 KNICK KNACK TINS DOILY ,6,2011-08-23 09:53:00,4.15,17041.0,United Kingdom
554935,21122,SET/10 PINK POLKADOT PARTY CANDLES,24,2011-05-27 13:30:00,1.25,14338.0,United Kingdom
557322,85163B,BLACK BAROQUE WALL CLOCK ,2,2011-06-20 09:04:00,12.75,17444.0,Canada
571931,22580,ADVENT CALENDAR GINGHAM SACK,4,2011-10-19 16:59:00,4.13,,United Kingdom
559122,84596F,SMALL MARSHMALLOWS PINK BOWL,16,2011-07-06 12:22:00,0.42,15159.0,United Kingdom
