ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
0809423103,Gamblers (Kivar),Robert Wallace,1978,Warner Books Inc,http://images.amazon.com/images/P/0809423103.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0809423103.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0809423103.01.LZZZZZZZ.jpg
0743244176,Miss Manners' Guide to Rearing Perfect Children,Judith Martin,2002,Scribner,http://images.amazon.com/images/P/0743244176.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743244176.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743244176.01.LZZZZZZZ.jpg
0575068809,Redemption Ark (Gollancz SF S.),Alastair Reynolds,2002,Gollancz,http://images.amazon.com/images/P/0575068809.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0575068809.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0575068809.01.LZZZZZZZ.jpg
1878624393,There's an Elephant in the Bathtub (Storytime Books I),Jo Albee,1994,McClanahan Book Company,http://images.amazon.com/images/P/1878624393.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1878624393.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1878624393.01.LZZZZZZZ.jpg
0312303289,The Confession,Olen Steinhauer,2004,St. Martin's Minotaur,http://images.amazon.com/images/P/0312303289.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312303289.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312303289.01.LZZZZZZZ.jpg
0140242236,"Loving Men More, Needing Men Less",Judith Sills,1997,Penguin Books,http://images.amazon.com/images/P/0140242236.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140242236.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140242236.01.LZZZZZZZ.jpg
1559722312,The Search for Sonny Skies,Mickey Rooney,1994,Carol Publishing Corporation,http://images.amazon.com/images/P/1559722312.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1559722312.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1559722312.01.LZZZZZZZ.jpg
0505524856,The Shadow Prince (Heartspell),Jan Zimlich,2002,Love Spell,http://images.amazon.com/images/P/0505524856.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0505524856.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0505524856.01.LZZZZZZZ.jpg
0553275739,In Her Day,Rita Mae Brown,1988,Bantam Books,http://images.amazon.com/images/P/0553275739.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553275739.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553275739.01.LZZZZZZZ.jpg
0140064559,At dawn we slept: The untold story of Pearl Harbor,Gordon William Prange,1982,Penguin Books,http://images.amazon.com/images/P/0140064559.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140064559.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140064559.01.LZZZZZZZ.jpg
9796554488,Atas nama malam: Kumpulan cerita pendek,Seno Gumira Ajidarma,1999,Gramedia Pustaka Utama,http://images.amazon.com/images/P/9796554488.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/9796554488.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/9796554488.01.LZZZZZZZ.jpg
0671553046,Life Support,Tess Gerritsen,1998,Pocket,http://images.amazon.com/images/P/0671553046.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671553046.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671553046.01.LZZZZZZZ.jpg
0440550041,We're Not Here,Tim Mahoney,1988,Bantam Dell Pub Group,http://images.amazon.com/images/P/0440550041.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440550041.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440550041.01.LZZZZZZZ.jpg
0373970609,Strategies Of Ze,Gary Hart,1988,Worldwide Library,http://images.amazon.com/images/P/0373970609.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373970609.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373970609.01.LZZZZZZZ.jpg
067172813x,JOYS OF YIDDISH,Leo Rosten,1991,Pocket,http://images.amazon.com/images/P/067172813X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067172813X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067172813X.01.LZZZZZZZ.jpg
0811202054,Collected Poems of Dylan Thomas 1934-1952 (New Directions Book),Dylan Thomas,1971,New Directions Publishing Corporation,http://images.amazon.com/images/P/0811202054.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0811202054.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0811202054.01.LZZZZZZZ.jpg
0671570331,Killers of Man,Ralph W. Cotton,1997,Pocket,http://images.amazon.com/images/P/0671570331.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671570331.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671570331.01.LZZZZZZZ.jpg
0743247612,The Funny Thing Is...,Ellen DeGeneres,2003,Simon &amp; Schuster,http://images.amazon.com/images/P/0743247612.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743247612.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743247612.01.LZZZZZZZ.jpg
068481448X,YOU CAN MAKE IT HAPPEN : A NINE STEP PLAN FOR SUCCESS,Stedman Graham,1997,Simon &amp; Schuster,http://images.amazon.com/images/P/068481448X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068481448X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068481448X.01.LZZZZZZZ.jpg
0307120848,Welcome to Little Golden Book Land (Big Golden Book),Cindy West,1989,Golden Books,http://images.amazon.com/images/P/0307120848.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0307120848.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0307120848.01.LZZZZZZZ.jpg
0812566777,Hours of Gladness,Thomas Fleming,2001,Tor Books,http://images.amazon.com/images/P/0812566777.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812566777.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812566777.01.LZZZZZZZ.jpg
0140511512,Penguin Atlas of Ancient History (Reference Books),Colin McEvedy,1986,Penguin Books,http://images.amazon.com/images/P/0140511512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140511512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140511512.01.LZZZZZZZ.jpg
1573671053,Enchanting Delights,Annies Attic,1999,Needlecraft Shop,http://images.amazon.com/images/P/1573671053.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1573671053.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1573671053.01.LZZZZZZZ.jpg
8845251489,Superalbo: Le Storie Complete,Leonida Tedoldi,2002,Bompiani,http://images.amazon.com/images/P/8845251489.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8845251489.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8845251489.01.LZZZZZZZ.jpg
0449142205,Tan and Sandy Silence,John Macdonald,1981,Ballantine Books,http://images.amazon.com/images/P/0449142205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449142205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449142205.01.LZZZZZZZ.jpg
071102507X,The Heyday of the Routemaster,Geoff Rixon,1997,Specialist Marketing International,http://images.amazon.com/images/P/071102507X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/071102507X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/071102507X.01.LZZZZZZZ.jpg
0752208861,Solitaire for 2,Neil Mullarkey,1995,Pan Macmillan,http://images.amazon.com/images/P/0752208861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0752208861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0752208861.01.LZZZZZZZ.jpg
0671898582,Here Comes the Brand-New Me (FullHouseStephanie),Jacqueline Carroll,1994,Simon Spotlight,http://images.amazon.com/images/P/0671898582.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671898582.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671898582.01.LZZZZZZZ.jpg
0910251355,A Social History of Leisure Since 1600,Gary S. Cross,1990,Venture Publishing (PA),http://images.amazon.com/images/P/0910251355.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0910251355.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0910251355.01.LZZZZZZZ.jpg
0373706413,"Forbidden (Women Who Dare) (Harlequin Superromance, No 641)",Ellen James,1995,Harlequin,http://images.amazon.com/images/P/0373706413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373706413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373706413.01.LZZZZZZZ.jpg
0553108301,The End of War: A Novel of the Race for Berlin,David L. Robbins,2000,Bantam Books,http://images.amazon.com/images/P/0553108301.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553108301.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553108301.01.LZZZZZZZ.jpg
0764108484,Keys to Raising a Drug-Free Child (Barron's Parenting Keys),Carl E. Pickhardt,1999,Barron's Educational Series,http://images.amazon.com/images/P/0764108484.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0764108484.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0764108484.01.LZZZZZZZ.jpg
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,http://images.amazon.com/images/P/014029628X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014029628X.01.LZZZZZZZ.jpg
0130683396,Betty Crocker's Best Recipes for Weekend Breakfasts (Betty Crocker's Red Spoon Collection),Crocker,1991,Macmillan General Reference,http://images.amazon.com/images/P/0130683396.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0130683396.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0130683396.01.LZZZZZZZ.jpg
057201418X,New Vegetables on Your Barbecue,Maggie Black,1993,Foulsham &amp; Co Ltd,http://images.amazon.com/images/P/057201418X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/057201418X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/057201418X.01.LZZZZZZZ.jpg
0812024230,"Parakeets: Everything about acquisition, care, nutrition, and diseases (Barron's pet care series)",Annette Wolter,1982,Barron's Educational Series,http://images.amazon.com/images/P/0812024230.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812024230.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812024230.01.LZZZZZZZ.jpg
0060533986,The Growing Pains of Adrian Mole,Sue Townsend,2003,HarperTempest,http://images.amazon.com/images/P/0060533986.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060533986.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060533986.01.LZZZZZZZ.jpg
0451087178,Man Who Sold the Moon,Robert Heinlein,0,Penguin Putnam~mass,http://images.amazon.com/images/P/0451087178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451087178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451087178.01.LZZZZZZZ.jpg
093717582X,TCP/IP Network Administration,Craig Hunt,1992,O'Reilly,http://images.amazon.com/images/P/093717582X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/093717582X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/093717582X.01.LZZZZZZZ.jpg
0142500208,"Hey Kid, Want to Buy a Bridge (Time Warp Trio)",Jon Scieszka,2003,Puffin Books,http://images.amazon.com/images/P/0142500208.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0142500208.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0142500208.01.LZZZZZZZ.jpg
0425050939,The Return of Moriarty,John E. Gardner,1988,Berkley Publishing Group,http://images.amazon.com/images/P/0425050939.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425050939.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425050939.01.LZZZZZZZ.jpg
0373121512,"Blackmailed Bridegroom (Latin Lovers) (Harlequin Presents, No 2151)",Miranda Lee,2001,Harlequin,http://images.amazon.com/images/P/0373121512.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373121512.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373121512.01.LZZZZZZZ.jpg
0061064963,Wishbone Classic #09 A Journey to the Center of the  Earth (Wishbone),Jules Verne,1996,HarperEntertainment,http://images.amazon.com/images/P/0061064963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061064963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061064963.01.LZZZZZZZ.jpg
340414869x,Im ersten Licht des Tages.,Helen Dunmore,2003,LÃ?Â¼bbe,http://images.amazon.com/images/P/340414869X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/340414869X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/340414869X.01.LZZZZZZZ.jpg
0740719092,Most Outrageous Golf Quotes Ever,John McGran,2001,Andrews McMeel Publishing,http://images.amazon.com/images/P/0740719092.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0740719092.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0740719092.01.LZZZZZZZ.jpg
0316140538,Dirt Bike Racer (Matt Christopher Sports Classics),Matthew F Christopher,1986,"Little, Brown",http://images.amazon.com/images/P/0316140538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316140538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316140538.01.LZZZZZZZ.jpg
0767914031,Borderlines : A Memoir,CAROLINE KRAUS,2004,Broadway Books,http://images.amazon.com/images/P/0767914031.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767914031.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767914031.01.LZZZZZZZ.jpg
0689838700,In Ned's Head,Soren Olsson,2001,Atheneum,http://images.amazon.com/images/P/0689838700.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0689838700.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0689838700.01.LZZZZZZZ.jpg
0028620895,The Macmillan Atlas of the Future,Ian Pearson,1998,John Wiley &amp; Sons,http://images.amazon.com/images/P/0028620895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0028620895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0028620895.01.LZZZZZZZ.jpg
0806627344,Diary of an Old Soul: 366 Writings for Devotional Reflection,George MacDonald,1994,Augsburg Fortress Publishers,http://images.amazon.com/images/P/0806627344.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0806627344.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0806627344.01.LZZZZZZZ.jpg
0679504737,The surgeons,Shirley Hartman,1974,D. McKay Co,http://images.amazon.com/images/P/0679504737.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679504737.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679504737.01.LZZZZZZZ.jpg
0312168756,Jimmy Buffett: The Man from Margaritaville Revealed,Steve Eng,1997,St. Martin's Press,http://images.amazon.com/images/P/0312168756.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312168756.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312168756.01.LZZZZZZZ.jpg
037329316X,A Scandalous Situation (Historical),Patricia Frances Rowell,2004,Harlequin,http://images.amazon.com/images/P/037329316X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/037329316X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/037329316X.01.LZZZZZZZ.jpg
0451455126,Night Screams: Twenty-Two Stories of Terror,Edward Gorman,1996,Roc,http://images.amazon.com/images/P/0451455126.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451455126.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451455126.01.LZZZZZZZ.jpg
0312266383,The Problem of the Surly Servant: A Charles Dodgson/Arthur Conan Doyle Mystery (Charles Dodgson/Arthur Conan Doyle Mysteries),Roberta Rogow,2001,St. Martin's Minotaur,http://images.amazon.com/images/P/0312266383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312266383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312266383.01.LZZZZZZZ.jpg
0395901383,Echo House,Ward Just,1997,Mariner Books,http://images.amazon.com/images/P/0395901383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395901383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395901383.01.LZZZZZZZ.jpg
0373105932,Moment Of Madness (Harlequin Presents),Patricia Lake,1983,Harlequin,http://images.amazon.com/images/P/0373105932.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373105932.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373105932.01.LZZZZZZZ.jpg
0312199600,Streetsmart,Nicholas Coleridge,2000,St Martins Pr,http://images.amazon.com/images/P/0312199600.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312199600.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312199600.01.LZZZZZZZ.jpg
0706369599,Aromatherapy (Family matters),Julie Sadler,1991,Distributed by Sterling Pub. Co,http://images.amazon.com/images/P/0706369599.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0706369599.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0706369599.01.LZZZZZZZ.jpg
055358295X,Death of a Blue Movie Star,Jeffery Deaver,2000,Bantam Books,http://images.amazon.com/images/P/055358295X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055358295X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055358295X.01.LZZZZZZZ.jpg
0525455345,Winnie-The-Pooh's 1-2-3,Milne A. A.,1996,Dutton Books,http://images.amazon.com/images/P/0525455345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0525455345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0525455345.01.LZZZZZZZ.jpg
0874834473,Eleven Nature Tales: A Multicultural Journey (World Storytelling (Cloth)),Pleasant Despain,1996,August House Publishers,http://images.amazon.com/images/P/0874834473.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0874834473.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0874834473.01.LZZZZZZZ.jpg
0441009883,The Wings of Merlin (Lost Years of Merlin),T. A. Barron,2002,Ace Books,http://images.amazon.com/images/P/0441009883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441009883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441009883.01.LZZZZZZZ.jpg
0380976498,Bachelor Girl : The Secret History of Single Women in the Twentieth Century,Betsy Israel,2002,William Morrow,http://images.amazon.com/images/P/0380976498.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380976498.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380976498.01.LZZZZZZZ.jpg
0816775052,Jack And The Beanstalk,Ed Parker,2003,Troll Communications,http://images.amazon.com/images/P/0816775052.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0816775052.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0816775052.01.LZZZZZZZ.jpg
0446613665,License to Thrill,Lori Wilde,2003,Warner Forever,http://images.amazon.com/images/P/0446613665.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446613665.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446613665.01.LZZZZZZZ.jpg
095429632X,Advanced Wiccan Spirituality: Revitalising the Roots and Foundations (Advanced Wiccan Spirituality),Kevin Saunders,2004,Green Magic,http://images.amazon.com/images/P/095429632X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/095429632X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/095429632X.01.LZZZZZZZ.jpg
3473540560,"Der Zwolfte Juli (Fiction, Poetry and Drama)",Lingard,0,Ravensburger Buchverlag Otto Maier GmbH,http://images.amazon.com/images/P/3473540560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3473540560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3473540560.01.LZZZZZZZ.jpg
2070387178,La Vie Materielle,Marguerite Duras,0,Gallimard French,http://images.amazon.com/images/P/2070387178.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/2070387178.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/2070387178.01.LZZZZZZZ.jpg
0553011669,Urshurak,"and Nichols, Hildebrandt",1979,Bantam Books,http://images.amazon.com/images/P/0553011669.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553011669.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553011669.01.LZZZZZZZ.jpg
0440212413,The Power of Babble: The Politician's Dictionary of Buzzwords and Doubletalk for Every Occasion,Norman Solomon,1992,Dell Publishing Company,http://images.amazon.com/images/P/0440212413.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440212413.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440212413.01.LZZZZZZZ.jpg
0679003207,Fodor's New England 2000,Fodor's,1999,Random House,http://images.amazon.com/images/P/0679003207.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679003207.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679003207.01.LZZZZZZZ.jpg
1932100091,Those of My Blood,Jacqueline Lichtenberg,2003,Benbella Books,http://images.amazon.com/images/P/1932100091.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1932100091.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1932100091.01.LZZZZZZZ.jpg
0971326673,Nudges from God,Vanessa K. Mullins,2002,Obadiah Press,http://images.amazon.com/images/P/0971326673.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0971326673.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0971326673.01.LZZZZZZZ.jpg
1863433007,Tiny Treasures,V. Enright,1997,Creative House,http://images.amazon.com/images/P/1863433007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1863433007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1863433007.01.LZZZZZZZ.jpg
0385497520,The Child in Time,Ian McEwan,1999,Anchor Books/Doubleday,http://images.amazon.com/images/P/0385497520.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385497520.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385497520.01.LZZZZZZZ.jpg
0671646567,Season on the Brink: A Year with Bobby Knight and the Indiana Hoosiers,John Feinstein,1987,Pocket Books,http://images.amazon.com/images/P/0671646567.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671646567.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671646567.01.LZZZZZZZ.jpg
0670883468,The Rich and the Profane: A Lovejoy Novel (Lovejoy Mystery),Jonathan Gash,1999,Viking Books,http://images.amazon.com/images/P/0670883468.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0670883468.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0670883468.01.LZZZZZZZ.jpg
0140388982,Hogsel and Gruntel (Read It Yourself),Dick King-Smith,1999,Penguin Uk,http://images.amazon.com/images/P/0140388982.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140388982.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140388982.01.LZZZZZZZ.jpg
0870446789,How Animals Care for Their Babies (Books for Young Explorers),Roger B. Hirschland,1993,National Geographic Society,http://images.amazon.com/images/P/0870446789.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0870446789.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0870446789.01.LZZZZZZZ.jpg
0140254560,Orson Welles: The Road to Xanadu,Simon Callow,1997,Penguin Books,http://images.amazon.com/images/P/0140254560.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140254560.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140254560.01.LZZZZZZZ.jpg
0595131190,Coyote Songs...Tales From The Western Road,Ron W. Marr,2000,Writers Club Press/iUniverse.com,http://images.amazon.com/images/P/0595131190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595131190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595131190.01.LZZZZZZZ.jpg
055313101X,The People's Almanac Presents the Book Lists No. 2,Irving Wallace,1981,Bantam Books (Mm),http://images.amazon.com/images/P/055313101X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055313101X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055313101X.01.LZZZZZZZ.jpg
0671529722,CHEERLEADERS THE EVIL LIVES FEAR STREET SUPERCHILLER 13 (Fear Street Super Chiller),R.L. Stine,1998,Simon Pulse,http://images.amazon.com/images/P/0671529722.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671529722.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671529722.01.LZZZZZZZ.jpg
0887480179,Midwinter Transport,Anne Bromley,1985,Carnegie-Mellon University Press,http://images.amazon.com/images/P/0887480179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0887480179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0887480179.01.LZZZZZZZ.jpg
0385492391,Little Girl Lost: One Woman's Journey Beyond Rape,Leisha Joseph,1998,Bantam Dell Pub Group,http://images.amazon.com/images/P/0385492391.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385492391.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385492391.01.LZZZZZZZ.jpg
0061041394,Road to Gold,"William H., Lt. Commander Labarge",1993,Harper Mass Market Paperbacks (Mm),http://images.amazon.com/images/P/0061041394.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061041394.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061041394.01.LZZZZZZZ.jpg
0789454157,DK Readers: Bermuda Triangle (Level 3: Reading Alone),Andrew Donkin,2000,Dorling Kindersley Publishing,http://images.amazon.com/images/P/0789454157.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0789454157.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0789454157.01.LZZZZZZZ.jpg
156179547X,"Chased by the Jewel Thieves (Daring Adventure, No 11)",Peter Reese Doyle,1997,Word Publishing,http://images.amazon.com/images/P/156179547X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/156179547X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/156179547X.01.LZZZZZZZ.jpg
0600387682,100 years of the Wimbledon tennis championships,James Medlycott,1977,Hamlyn,http://images.amazon.com/images/P/0600387682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0600387682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0600387682.01.LZZZZZZZ.jpg
1572153016,Ansel Adams (American Photography Series),Barry Pritzker,2003,JG Press,http://images.amazon.com/images/P/1572153016.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1572153016.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1572153016.01.LZZZZZZZ.jpg
0007101953,At Ruby's,Frank DeLaney,2001,HarperCollins Publishers,http://images.amazon.com/images/P/0007101953.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0007101953.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0007101953.01.LZZZZZZZ.jpg
0753506319,Slayer: An Expanded and Updated Unofficial and Unauthorized Guide to Buffy the Vampire Slayer,Keith Topping,2002,Virgin Publishing,http://images.amazon.com/images/P/0753506319.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0753506319.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0753506319.01.LZZZZZZZ.jpg
